#    L    TT             EE             BB             TE          
  3185    1.79806E+01    6.71475E-01    1.50738E-02    -9.23346E-01
  3186    1.79459E+01    6.71106E-01    1.50479E-02    -9.26406E-01
  3187    1.78999E+01    6.70703E-01    1.50393E-02    -9.29741E-01
  3188    1.78618E+01    6.69669E-01    1.50397E-02    -9.30794E-01
  3189    1.78299E+01    6.68631E-01    1.50304E-02    -9.30315E-01
  3190    1.77989E+01    6.67738E-01    1.50204E-02    -9.29246E-01
  3191    1.77668E+01    6.66533E-01    1.50092E-02    -9.29708E-01
  3192    1.77307E+01    6.65639E-01    1.49872E-02    -9.31825E-01
  3193    1.77021E+01    6.64768E-01    1.49602E-02    -9.33600E-01
  3194    1.76875E+01    6.63274E-01    1.49421E-02    -9.34409E-01
  3195    1.76634E+01    6.61706E-01    1.49332E-02    -9.35549E-01
  3196    1.76292E+01    6.60821E-01    1.49315E-02    -9.38295E-01
  3197    1.75931E+01    6.60611E-01    1.49201E-02    -9.42075E-01
  3198    1.75417E+01    6.60124E-01    1.48942E-02    -9.42963E-01
  3199    1.74957E+01    6.58513E-01    1.48649E-02    -9.39705E-01
  3200    1.74705E+01    6.56552E-01    1.48531E-02    -9.38869E-01
  3201    1.74457E+01    6.55583E-01    1.48644E-02    -9.41906E-01
  3202    1.73916E+01    6.55133E-01    1.48616E-02    -9.41717E-01
  3203    1.73430E+01    6.53751E-01    1.48447E-02    -9.39631E-01
  3204    1.73130E+01    6.52404E-01    1.48330E-02    -9.41844E-01
  3205    1.72846E+01    6.51803E-01    1.48275E-02    -9.45870E-01
  3206    1.72585E+01    6.50973E-01    1.48211E-02    -9.47345E-01
  3207    1.72362E+01    6.49475E-01    1.48118E-02    -9.46787E-01
  3208    1.72159E+01    6.47778E-01    1.47916E-02    -9.46401E-01
  3209    1.71898E+01    6.46586E-01    1.47763E-02    -9.47052E-01
  3210    1.71549E+01    6.45500E-01    1.47689E-02    -9.47428E-01
  3211    1.71186E+01    6.44545E-01    1.47523E-02    -9.49571E-01
  3212    1.70863E+01    6.44064E-01    1.47333E-02    -9.53816E-01
  3213    1.70476E+01    6.43146E-01    1.47206E-02    -9.55102E-01
  3214    1.69996E+01    6.41540E-01    1.47068E-02    -9.53653E-01
  3215    1.69582E+01    6.39919E-01    1.46884E-02    -9.50692E-01
  3216    1.69284E+01    6.38162E-01    1.46748E-02    -9.48282E-01
  3217    1.69104E+01    6.36512E-01    1.46703E-02    -9.49838E-01
  3218    1.68946E+01    6.35330E-01    1.46656E-02    -9.52803E-01
  3219    1.68768E+01    6.34057E-01    1.46619E-02    -9.55243E-01
  3220    1.68446E+01    6.32081E-01    1.46603E-02    -9.55160E-01
  3221    1.68082E+01    6.30256E-01    1.46499E-02    -9.55011E-01
  3222    1.67894E+01    6.29075E-01    1.46174E-02    -9.56362E-01
  3223    1.67766E+01    6.28150E-01    1.45877E-02    -9.56752E-01
  3224    1.67473E+01    6.26980E-01    1.45771E-02    -9.55446E-01
  3225    1.67146E+01    6.25594E-01    1.45694E-02    -9.54459E-01
  3226    1.66911E+01    6.24285E-01    1.45671E-02    -9.57125E-01
  3227    1.66665E+01    6.22763E-01    1.45623E-02    -9.61456E-01
  3228    1.66357E+01    6.21146E-01    1.45409E-02    -9.62347E-01
  3229    1.65948E+01    6.19527E-01    1.45218E-02    -9.59162E-01
  3230    1.65502E+01    6.18197E-01    1.45140E-02    -9.56362E-01
  3231    1.65291E+01    6.16883E-01    1.45009E-02    -9.57568E-01
  3232    1.65273E+01    6.15484E-01    1.44697E-02    -9.60529E-01
  3233    1.65146E+01    6.14337E-01    1.44512E-02    -9.61926E-01
  3234    1.64917E+01    6.12605E-01    1.44556E-02    -9.62272E-01
  3235    1.64574E+01    6.09985E-01    1.44582E-02    -9.60665E-01
  3236    1.64165E+01    6.07893E-01    1.44466E-02    -9.58720E-01
  3237    1.63769E+01    6.06256E-01    1.44280E-02    -9.56592E-01
  3238    1.63401E+01    6.04674E-01    1.44141E-02    -9.54977E-01
  3239    1.63150E+01    6.03227E-01    1.44037E-02    -9.55669E-01
  3240    1.62940E+01    6.02096E-01    1.43897E-02    -9.57575E-01
  3241    1.62700E+01    6.00819E-01    1.43773E-02    -9.58248E-01
  3242    1.62511E+01    5.99149E-01    1.43643E-02    -9.57967E-01
  3243    1.62378E+01    5.97258E-01    1.43451E-02    -9.58001E-01
  3244    1.62208E+01    5.95542E-01    1.43272E-02    -9.57839E-01
  3245    1.61970E+01    5.93643E-01    1.43202E-02    -9.56590E-01
  3246    1.61649E+01    5.91433E-01    1.43164E-02    -9.53755E-01
  3247    1.61238E+01    5.89876E-01    1.43106E-02    -9.52376E-01
  3248    1.60851E+01    5.88348E-01    1.42971E-02    -9.53173E-01
  3249    1.60619E+01    5.86381E-01    1.42789E-02    -9.53743E-01
  3250    1.60464E+01    5.84690E-01    1.42584E-02    -9.53785E-01
  3251    1.60176E+01    5.83432E-01    1.42330E-02    -9.53534E-01
  3252    1.59909E+01    5.81841E-01    1.42195E-02    -9.53254E-01
  3253    1.59641E+01    5.79551E-01    1.42178E-02    -9.50898E-01
  3254    1.59349E+01    5.77317E-01    1.42229E-02    -9.46461E-01
  3255    1.59176E+01    5.75562E-01    1.42199E-02    -9.44408E-01
  3256    1.59038E+01    5.74093E-01    1.41956E-02    -9.45049E-01
  3257    1.58737E+01    5.72800E-01    1.41672E-02    -9.44968E-01
  3258    1.58329E+01    5.71378E-01    1.41414E-02    -9.43212E-01
  3259    1.58113E+01    5.69938E-01    1.41324E-02    -9.43003E-01
  3260    1.58067E+01    5.68256E-01    1.41326E-02    -9.43805E-01
  3261    1.57890E+01    5.66155E-01    1.41239E-02    -9.43593E-01
  3262    1.57424E+01    5.64040E-01    1.41182E-02    -9.40709E-01
  3263    1.57060E+01    5.62271E-01    1.41203E-02    -9.37726E-01
  3264    1.56945E+01    5.60449E-01    1.41144E-02    -9.35968E-01
  3265    1.56769E+01    5.58302E-01    1.40955E-02    -9.33631E-01
  3266    1.56402E+01    5.56145E-01    1.40801E-02    -9.30336E-01
  3267    1.56112E+01    5.54385E-01    1.40788E-02    -9.29322E-01
  3268    1.56030E+01    5.52876E-01    1.40752E-02    -9.30433E-01
  3269    1.55893E+01    5.51595E-01    1.40587E-02    -9.30841E-01
  3270    1.55556E+01    5.50062E-01    1.40320E-02    -9.28911E-01
  3271    1.55189E+01    5.48295E-01    1.40112E-02    -9.26599E-01
  3272    1.55003E+01    5.46538E-01    1.40087E-02    -9.25827E-01
  3273    1.54756E+01    5.44930E-01    1.40063E-02    -9.23696E-01
  3274    1.54452E+01    5.42746E-01    1.39899E-02    -9.20929E-01
  3275    1.54149E+01    5.40114E-01    1.39680E-02    -9.18182E-01
  3276    1.53872E+01    5.38226E-01    1.39543E-02    -9.16169E-01
  3277    1.53674E+01    5.36354E-01    1.39500E-02    -9.13931E-01
  3278    1.53459E+01    5.34347E-01    1.39413E-02    -9.11206E-01
  3279    1.53244E+01    5.32482E-01    1.39230E-02    -9.09685E-01
  3280    1.52986E+01    5.30729E-01    1.39076E-02    -9.08661E-01
  3281    1.52709E+01    5.28713E-01    1.39029E-02    -9.05711E-01
  3282    1.52460E+01    5.26589E-01    1.38946E-02    -9.03354E-01
  3283    1.52267E+01    5.25027E-01    1.38809E-02    -9.02216E-01
  3284    1.52037E+01    5.23972E-01    1.38743E-02    -9.00877E-01
  3285    1.51696E+01    5.22973E-01    1.38746E-02    -8.98745E-01
  3286    1.51311E+01    5.21530E-01    1.38592E-02    -8.95798E-01
  3287    1.50948E+01    5.19544E-01    1.38293E-02    -8.91537E-01
  3288    1.50712E+01    5.17317E-01    1.38144E-02    -8.87464E-01
  3289    1.50577E+01    5.15010E-01    1.38027E-02    -8.84879E-01
  3290    1.50407E+01    5.12931E-01    1.37944E-02    -8.83034E-01
  3291    1.50188E+01    5.11169E-01    1.38068E-02    -8.81012E-01
  3292    1.49925E+01    5.09506E-01    1.38125E-02    -8.77945E-01
  3293    1.49583E+01    5.08345E-01    1.38046E-02    -8.75357E-01
  3294    1.49139E+01    5.07006E-01    1.37940E-02    -8.73579E-01
  3295    1.48763E+01    5.05108E-01    1.37844E-02    -8.70696E-01
  3296    1.48551E+01    5.02796E-01    1.37596E-02    -8.66919E-01
  3297    1.48335E+01    5.00112E-01    1.37179E-02    -8.63446E-01
  3298    1.48078E+01    4.97827E-01    1.36926E-02    -8.60418E-01
  3299    1.47819E+01    4.96520E-01    1.36989E-02    -8.57562E-01
  3300    1.47467E+01    4.95622E-01    1.37080E-02    -8.54819E-01
  3301    1.47096E+01    4.94280E-01    1.36991E-02    -8.51743E-01
  3302    1.46887E+01    4.92398E-01    1.36778E-02    -8.49312E-01
  3303    1.46782E+01    4.90541E-01    1.36598E-02    -8.48035E-01
  3304    1.46594E+01    4.88920E-01    1.36434E-02    -8.45199E-01
  3305    1.46234E+01    4.87338E-01    1.36310E-02    -8.40905E-01
  3306    1.45967E+01    4.85936E-01    1.36195E-02    -8.37702E-01
  3307    1.45855E+01    4.84420E-01    1.36131E-02    -8.34766E-01
  3308    1.45679E+01    4.82284E-01    1.36028E-02    -8.31116E-01
  3309    1.45417E+01    4.80215E-01    1.35820E-02    -8.27715E-01
  3310    1.45163E+01    4.78603E-01    1.35700E-02    -8.24676E-01
  3311    1.44855E+01    4.76945E-01    1.35729E-02    -8.21041E-01
  3312    1.44441E+01    4.74707E-01    1.35748E-02    -8.16808E-01
  3313    1.44037E+01    4.72636E-01    1.35587E-02    -8.12643E-01
  3314    1.43740E+01    4.71136E-01    1.35433E-02    -8.08750E-01
  3315    1.43436E+01    4.69691E-01    1.35362E-02    -8.05726E-01
  3316    1.43242E+01    4.68168E-01    1.35239E-02    -8.03974E-01
  3317    1.43144E+01    4.66446E-01    1.35111E-02    -8.00976E-01
  3318    1.42904E+01    4.64706E-01    1.34932E-02    -7.95915E-01
  3319    1.42670E+01    4.63474E-01    1.34665E-02    -7.92500E-01
  3320    1.42481E+01    4.62591E-01    1.34485E-02    -7.91011E-01
  3321    1.42096E+01    4.61183E-01    1.34430E-02    -7.88063E-01
  3322    1.41676E+01    4.59130E-01    1.34464E-02    -7.84294E-01
  3323    1.41377E+01    4.57136E-01    1.34492E-02    -7.79936E-01
  3324    1.41197E+01    4.55632E-01    1.34479E-02    -7.76717E-01
  3325    1.41040E+01    4.54208E-01    1.34461E-02    -7.74444E-01
  3326    1.40805E+01    4.52674E-01    1.34380E-02    -7.71118E-01
  3327    1.40467E+01    4.51454E-01    1.34103E-02    -7.67494E-01
  3328    1.40164E+01    4.50099E-01    1.33827E-02    -7.63874E-01
  3329    1.39899E+01    4.48184E-01    1.33693E-02    -7.59402E-01
  3330    1.39652E+01    4.46482E-01    1.33625E-02    -7.55020E-01
  3331    1.39349E+01    4.45207E-01    1.33586E-02    -7.50450E-01
  3332    1.38959E+01    4.43918E-01    1.33532E-02    -7.45858E-01
  3333    1.38658E+01    4.42531E-01    1.33443E-02    -7.42993E-01
  3334    1.38490E+01    4.41105E-01    1.33263E-02    -7.41141E-01
  3335    1.38256E+01    4.39797E-01    1.33028E-02    -7.38695E-01
  3336    1.37922E+01    4.38560E-01    1.32945E-02    -7.34264E-01
  3337    1.37677E+01    4.36935E-01    1.32970E-02    -7.29177E-01
  3338    1.37440E+01    4.34998E-01    1.32824E-02    -7.24691E-01
  3339    1.36987E+01    4.33309E-01    1.32615E-02    -7.20114E-01
  3340    1.36510E+01    4.32124E-01    1.32542E-02    -7.16107E-01
  3341    1.36177E+01    4.31045E-01    1.32560E-02    -7.12123E-01
  3342    1.35879E+01    4.29816E-01    1.32563E-02    -7.09204E-01
  3343    1.35572E+01    4.28592E-01    1.32385E-02    -7.07241E-01
  3344    1.35177E+01    4.27488E-01    1.32122E-02    -7.03380E-01
  3345    1.34741E+01    4.26416E-01    1.32051E-02    -6.99422E-01
  3346    1.34476E+01    4.25262E-01    1.32016E-02    -6.96540E-01
  3347    1.34333E+01    4.23809E-01    1.31863E-02    -6.93487E-01
  3348    1.34125E+01    4.22300E-01    1.31774E-02    -6.90327E-01
  3349    1.33825E+01    4.21049E-01    1.31723E-02    -6.87136E-01
  3350    1.33495E+01    4.19748E-01    1.31520E-02    -6.82521E-01
  3351    1.33260E+01    4.18582E-01    1.31248E-02    -6.78417E-01
  3352    1.33091E+01    4.17462E-01    1.31072E-02    -6.75415E-01
  3353    1.32822E+01    4.15986E-01    1.31042E-02    -6.71174E-01
  3354    1.32484E+01    4.14774E-01    1.31060E-02    -6.66000E-01
  3355    1.32108E+01    4.13915E-01    1.30978E-02    -6.61164E-01
  3356    1.31637E+01    4.12689E-01    1.30832E-02    -6.56885E-01
  3357    1.31331E+01    4.11294E-01    1.30669E-02    -6.54471E-01
  3358    1.31188E+01    4.09946E-01    1.30542E-02    -6.52062E-01
  3359    1.30991E+01    4.08686E-01    1.30428E-02    -6.47284E-01
  3360    1.30720E+01    4.07886E-01    1.30339E-02    -6.42884E-01
  3361    1.30439E+01    4.07149E-01    1.30329E-02    -6.40718E-01
  3362    1.30071E+01    4.05983E-01    1.30240E-02    -6.38150E-01
  3363    1.29713E+01    4.04803E-01    1.30123E-02    -6.34988E-01
  3364    1.29442E+01    4.03807E-01    1.29993E-02    -6.32722E-01
  3365    1.29133E+01    4.02738E-01    1.29895E-02    -6.29944E-01
  3366    1.28853E+01    4.01628E-01    1.29775E-02    -6.26843E-01
  3367    1.28587E+01    4.00702E-01    1.29602E-02    -6.22873E-01
  3368    1.28229E+01    3.99805E-01    1.29524E-02    -6.19026E-01
  3369    1.27805E+01    3.98668E-01    1.29636E-02    -6.15373E-01
  3370    1.27454E+01    3.97452E-01    1.29711E-02    -6.10432E-01
  3371    1.27196E+01    3.96543E-01    1.29582E-02    -6.06419E-01
  3372    1.26902E+01    3.95987E-01    1.29371E-02    -6.03677E-01
  3373    1.26591E+01    3.95347E-01    1.29154E-02    -6.00127E-01
  3374    1.26292E+01    3.94444E-01    1.28942E-02    -5.97540E-01
  3375    1.26018E+01    3.93340E-01    1.28824E-02    -5.96261E-01
  3376    1.25720E+01    3.92012E-01    1.28804E-02    -5.92578E-01
  3377    1.25300E+01    3.90777E-01    1.28819E-02    -5.87305E-01
  3378    1.24904E+01    3.90015E-01    1.28788E-02    -5.83798E-01
  3379    1.24578E+01    3.89486E-01    1.28587E-02    -5.81564E-01
  3380    1.24319E+01    3.88832E-01    1.28289E-02    -5.79243E-01
  3381    1.24142E+01    3.87975E-01    1.28136E-02    -5.76135E-01
  3382    1.23906E+01    3.87011E-01    1.28085E-02    -5.72586E-01
  3383    1.23567E+01    3.86321E-01    1.27966E-02    -5.70347E-01
  3384    1.23140E+01    3.85730E-01    1.27803E-02    -5.68490E-01
  3385    1.22706E+01    3.85056E-01    1.27717E-02    -5.65554E-01
  3386    1.22355E+01    3.84402E-01    1.27648E-02    -5.61250E-01
  3387    1.22083E+01    3.83556E-01    1.27549E-02    -5.57123E-01
  3388    1.21802E+01    3.82544E-01    1.27554E-02    -5.54462E-01
  3389    1.21538E+01    3.81679E-01    1.27550E-02    -5.52330E-01
  3390    1.21318E+01    3.80797E-01    1.27398E-02    -5.49707E-01
  3391    1.21047E+01    3.79867E-01    1.27199E-02    -5.46219E-01
  3392    1.20695E+01    3.78959E-01    1.27017E-02    -5.42460E-01
  3393    1.20368E+01    3.78091E-01    1.26916E-02    -5.39652E-01
  3394    1.20114E+01    3.77460E-01    1.26867E-02    -5.38477E-01
  3395    1.19789E+01    3.76708E-01    1.26815E-02    -5.36660E-01
  3396    1.19386E+01    3.75964E-01    1.26718E-02    -5.32822E-01
  3397    1.19052E+01    3.75548E-01    1.26546E-02    -5.28575E-01
  3398    1.18837E+01    3.75223E-01    1.26454E-02    -5.25475E-01
  3399    1.18569E+01    3.74584E-01    1.26450E-02    -5.23257E-01
  3400    1.18231E+01    3.73901E-01    1.26370E-02    -5.20831E-01
  3401    1.17905E+01    3.73269E-01    1.26211E-02    -5.17812E-01
  3402    1.17548E+01    3.72491E-01    1.26027E-02    -5.14860E-01
  3403    1.17185E+01    3.71465E-01    1.25960E-02    -5.11265E-01
  3404    1.16880E+01    3.70730E-01    1.25933E-02    -5.08407E-01
  3405    1.16608E+01    3.70513E-01    1.25806E-02    -5.07755E-01
  3406    1.16293E+01    3.70190E-01    1.25708E-02    -5.06499E-01
  3407    1.16012E+01    3.69604E-01    1.25675E-02    -5.03314E-01
  3408    1.15749E+01    3.68862E-01    1.25583E-02    -5.00949E-01
  3409    1.15378E+01    3.67990E-01    1.25449E-02    -4.99152E-01
  3410    1.14992E+01    3.67197E-01    1.25352E-02    -4.96415E-01
  3411    1.14729E+01    3.66846E-01    1.25275E-02    -4.93721E-01
  3412    1.14465E+01    3.66777E-01    1.25162E-02    -4.91194E-01
  3413    1.14109E+01    3.66244E-01    1.24958E-02    -4.88966E-01
  3414    1.13727E+01    3.65300E-01    1.24805E-02    -4.87603E-01
  3415    1.13461E+01    3.64762E-01    1.24700E-02    -4.87032E-01
  3416    1.13284E+01    3.64789E-01    1.24487E-02    -4.86774E-01
  3417    1.13021E+01    3.64524E-01    1.24305E-02    -4.84961E-01
  3418    1.12621E+01    3.63728E-01    1.24291E-02    -4.81219E-01
  3419    1.12222E+01    3.62969E-01    1.24404E-02    -4.77215E-01
  3420    1.11947E+01    3.62590E-01    1.24517E-02    -4.74868E-01
  3421    1.11729E+01    3.62220E-01    1.24512E-02    -4.74126E-01
  3422    1.11453E+01    3.61590E-01    1.24381E-02    -4.72287E-01
  3423    1.11175E+01    3.60872E-01    1.24096E-02    -4.68604E-01
  3424    1.10896E+01    3.60185E-01    1.23839E-02    -4.65996E-01
  3425    1.10566E+01    3.59854E-01    1.23795E-02    -4.65821E-01
  3426    1.10169E+01    3.59483E-01    1.23754E-02    -4.64773E-01
  3427    1.09797E+01    3.58939E-01    1.23616E-02    -4.62381E-01
  3428    1.09469E+01    3.58429E-01    1.23523E-02    -4.59898E-01
  3429    1.09136E+01    3.58032E-01    1.23548E-02    -4.57642E-01
  3430    1.08898E+01    3.57717E-01    1.23565E-02    -4.55910E-01
  3431    1.08630E+01    3.57341E-01    1.23425E-02    -4.54407E-01
  3432    1.08270E+01    3.56697E-01    1.23217E-02    -4.53034E-01
  3433    1.07967E+01    3.55910E-01    1.22966E-02    -4.51457E-01
  3434    1.07752E+01    3.55385E-01    1.22756E-02    -4.51024E-01
  3435    1.07574E+01    3.55227E-01    1.22786E-02    -4.51470E-01
  3436    1.07339E+01    3.55138E-01    1.22849E-02    -4.49509E-01
  3437    1.07010E+01    3.54705E-01    1.22800E-02    -4.45852E-01
  3438    1.06592E+01    3.54002E-01    1.22775E-02    -4.43529E-01
  3439    1.06296E+01    3.53294E-01    1.22682E-02    -4.42821E-01
  3440    1.06145E+01    3.52837E-01    1.22478E-02    -4.41806E-01
  3441    1.05957E+01    3.52646E-01    1.22298E-02    -4.41153E-01
  3442    1.05694E+01    3.52366E-01    1.22214E-02    -4.40908E-01
  3443    1.05406E+01    3.51886E-01    1.22156E-02    -4.39637E-01
  3444    1.05119E+01    3.51481E-01    1.22016E-02    -4.38146E-01
  3445    1.04883E+01    3.51347E-01    1.21882E-02    -4.37850E-01
  3446    1.04635E+01    3.51024E-01    1.21853E-02    -4.37312E-01
  3447    1.04239E+01    3.50302E-01    1.21805E-02    -4.35194E-01
  3448    1.03840E+01    3.49607E-01    1.21574E-02    -4.33237E-01
  3449    1.03575E+01    3.49052E-01    1.21350E-02    -4.31913E-01
  3450    1.03278E+01    3.48921E-01    1.21357E-02    -4.30364E-01
  3451    1.02942E+01    3.48867E-01    1.21411E-02    -4.29487E-01
  3452    1.02679E+01    3.48567E-01    1.21387E-02    -4.29819E-01
  3453    1.02475E+01    3.48066E-01    1.21290E-02    -4.30333E-01
  3454    1.02277E+01    3.47768E-01    1.21143E-02    -4.30087E-01
  3455    1.01989E+01    3.47559E-01    1.20990E-02    -4.29212E-01
  3456    1.01667E+01    3.47058E-01    1.20809E-02    -4.29031E-01
  3457    1.01432E+01    3.46524E-01    1.20754E-02    -4.29061E-01
  3458    1.01243E+01    3.46190E-01    1.20820E-02    -4.27021E-01
  3459    1.00969E+01    3.45920E-01    1.20760E-02    -4.24111E-01
  3460    1.00617E+01    3.45403E-01    1.20472E-02    -4.22552E-01
  3461    1.00341E+01    3.44900E-01    1.20251E-02    -4.22177E-01
  3462    1.00116E+01    3.44762E-01    1.20258E-02    -4.22513E-01
  3463    9.98689E+00    3.44482E-01    1.20287E-02    -4.22564E-01
  3464    9.96310E+00    3.43982E-01    1.20137E-02    -4.22365E-01
  3465    9.94522E+00    3.43571E-01    1.19897E-02    -4.22999E-01
  3466    9.92301E+00    3.43314E-01    1.19745E-02    -4.22809E-01
  3467    9.90233E+00    3.43149E-01    1.19709E-02    -4.21772E-01
  3468    9.87636E+00    3.42685E-01    1.19653E-02    -4.21575E-01
  3469    9.84329E+00    3.42066E-01    1.19571E-02    -4.20971E-01
  3470    9.80981E+00    3.41517E-01    1.19517E-02    -4.18732E-01
  3471    9.77796E+00    3.41002E-01    1.19460E-02    -4.17409E-01
  3472    9.74857E+00    3.40575E-01    1.19375E-02    -4.17496E-01
  3473    9.72752E+00    3.40308E-01    1.19285E-02    -4.18114E-01
  3474    9.71317E+00    3.39811E-01    1.19162E-02    -4.17992E-01
  3475    9.69247E+00    3.39194E-01    1.19040E-02    -4.15704E-01
  3476    9.66556E+00    3.38966E-01    1.18955E-02    -4.13585E-01
  3477    9.63952E+00    3.38634E-01    1.18871E-02    -4.13773E-01
  3478    9.61823E+00    3.38077E-01    1.18776E-02    -4.14400E-01
  3479    9.60214E+00    3.37797E-01    1.18719E-02    -4.14534E-01
  3480    9.58272E+00    3.37601E-01    1.18632E-02    -4.15055E-01
  3481    9.55344E+00    3.37395E-01    1.18547E-02    -4.15119E-01
  3482    9.51961E+00    3.37164E-01    1.18415E-02    -4.14072E-01
  3483    9.49331E+00    3.36593E-01    1.18265E-02    -4.12850E-01
  3484    9.47279E+00    3.36014E-01    1.18186E-02    -4.12166E-01
  3485    9.45201E+00    3.35568E-01    1.18169E-02    -4.12639E-01
  3486    9.42738E+00    3.35092E-01    1.18121E-02    -4.13354E-01
  3487    9.40153E+00    3.34480E-01    1.18001E-02    -4.13173E-01
  3488    9.38208E+00    3.33554E-01    1.17941E-02    -4.12757E-01
  3489    9.36737E+00    3.32705E-01    1.17847E-02    -4.13522E-01
  3490    9.35186E+00    3.32369E-01    1.17688E-02    -4.14909E-01
  3491    9.33243E+00    3.32212E-01    1.17537E-02    -4.15119E-01
  3492    9.30914E+00    3.31912E-01    1.17464E-02    -4.14013E-01
  3493    9.28552E+00    3.31186E-01    1.17411E-02    -4.12483E-01
  3494    9.26578E+00    3.30564E-01    1.17289E-02    -4.12134E-01
  3495    9.24557E+00    3.30243E-01    1.17245E-02    -4.13359E-01
  3496    9.21784E+00    3.29729E-01    1.17239E-02    -4.14306E-01
  3497    9.18948E+00    3.29073E-01    1.17139E-02    -4.13924E-01
  3498    9.16880E+00    3.28551E-01    1.17031E-02    -4.13235E-01
  3499    9.14598E+00    3.28050E-01    1.17003E-02    -4.12422E-01
  3500    9.12081E+00    3.27610E-01    1.16996E-02    -4.11902E-01
  3501    9.10551E+00    3.27281E-01    1.16881E-02    -4.11891E-01
  3502    9.09624E+00    3.27002E-01    1.16695E-02    -4.12025E-01
  3503    9.07310E+00    3.26392E-01    1.16571E-02    -4.11939E-01
  3504    9.04409E+00    3.25696E-01    1.16533E-02    -4.11735E-01
  3505    9.02311E+00    3.25079E-01    1.16561E-02    -4.11368E-01
  3506    9.00673E+00    3.24819E-01    1.16513E-02    -4.11390E-01
  3507    8.98766E+00    3.24687E-01    1.16337E-02    -4.11712E-01
  3508    8.96277E+00    3.24175E-01    1.16171E-02    -4.11843E-01
  3509    8.93403E+00    3.23494E-01    1.16071E-02    -4.11737E-01
  3510    8.91400E+00    3.22778E-01    1.16016E-02    -4.11103E-01
  3511    8.90026E+00    3.22142E-01    1.15887E-02    -4.11705E-01
  3512    8.88192E+00    3.21505E-01    1.15653E-02    -4.13241E-01
  3513    8.86623E+00    3.20984E-01    1.15565E-02    -4.14134E-01
  3514    8.85185E+00    3.20582E-01    1.15593E-02    -4.13968E-01
  3515    8.82853E+00    3.19970E-01    1.15524E-02    -4.12566E-01
  3516    8.80652E+00    3.19312E-01    1.15376E-02    -4.11298E-01
  3517    8.79306E+00    3.18572E-01    1.15310E-02    -4.11471E-01
  3518    8.77467E+00    3.17647E-01    1.15249E-02    -4.12163E-01
  3519    8.74914E+00    3.16924E-01    1.15132E-02    -4.12376E-01
  3520    8.72894E+00    3.16727E-01    1.14996E-02    -4.13039E-01
  3521    8.71308E+00    3.16393E-01    1.14899E-02    -4.13970E-01
  3522    8.69376E+00    3.15735E-01    1.14890E-02    -4.14404E-01
  3523    8.67309E+00    3.15059E-01    1.14824E-02    -4.13296E-01
  3524    8.65496E+00    3.14497E-01    1.14683E-02    -4.12156E-01
  3525    8.64303E+00    3.13864E-01    1.14585E-02    -4.12404E-01
  3526    8.62879E+00    3.13231E-01    1.14577E-02    -4.13338E-01
  3527    8.61077E+00    3.12749E-01    1.14581E-02    -4.12818E-01
  3528    8.59633E+00    3.11979E-01    1.14506E-02    -4.11763E-01
  3529    8.57915E+00    3.10877E-01    1.14345E-02    -4.11906E-01
  3530    8.56071E+00    3.10313E-01    1.14184E-02    -4.12922E-01
  3531    8.54807E+00    3.10277E-01    1.14057E-02    -4.14025E-01
  3532    8.53225E+00    3.09996E-01    1.13944E-02    -4.15188E-01
  3533    8.50703E+00    3.09199E-01    1.13878E-02    -4.15333E-01
  3534    8.48417E+00    3.07945E-01    1.13820E-02    -4.13739E-01
  3535    8.46402E+00    3.06886E-01    1.13662E-02    -4.12114E-01
  3536    8.44784E+00    3.06561E-01    1.13535E-02    -4.12260E-01
  3537    8.43405E+00    3.06369E-01    1.13524E-02    -4.13537E-01
  3538    8.41773E+00    3.05697E-01    1.13453E-02    -4.14110E-01
  3539    8.40022E+00    3.04804E-01    1.13357E-02    -4.13690E-01
  3540    8.38198E+00    3.04041E-01    1.13321E-02    -4.12862E-01
  3541    8.36202E+00    3.03267E-01    1.13271E-02    -4.12268E-01
  3542    8.34402E+00    3.02643E-01    1.13110E-02    -4.12420E-01
  3543    8.32644E+00    3.02228E-01    1.12973E-02    -4.12825E-01
  3544    8.30921E+00    3.01865E-01    1.12894E-02    -4.13109E-01
  3545    8.29166E+00    3.01179E-01    1.12866E-02    -4.13269E-01
  3546    8.27676E+00    3.00039E-01    1.12912E-02    -4.13467E-01
  3547    8.26378E+00    2.99162E-01    1.12890E-02    -4.13871E-01
  3548    8.24973E+00    2.98747E-01    1.12717E-02    -4.13920E-01
  3549    8.24011E+00    2.98335E-01    1.12519E-02    -4.13256E-01
  3550    8.23021E+00    2.97449E-01    1.12416E-02    -4.12390E-01
  3551    8.21504E+00    2.96431E-01    1.12346E-02    -4.12003E-01
  3552    8.19640E+00    2.95731E-01    1.12269E-02    -4.11531E-01
  3553    8.18309E+00    2.95183E-01    1.12208E-02    -4.11336E-01
  3554    8.17629E+00    2.94559E-01    1.12082E-02    -4.11670E-01
  3555    8.16290E+00    2.93783E-01    1.11860E-02    -4.12253E-01
  3556    8.13864E+00    2.92854E-01    1.11783E-02    -4.12179E-01
  3557    8.11446E+00    2.91825E-01    1.11875E-02    -4.11231E-01
  3558    8.09406E+00    2.91071E-01    1.11887E-02    -4.10615E-01
  3559    8.07733E+00    2.90498E-01    1.11706E-02    -4.10312E-01
  3560    8.06403E+00    2.89935E-01    1.11524E-02    -4.09914E-01
  3561    8.05158E+00    2.89282E-01    1.11427E-02    -4.09622E-01
